timestamp,demanda_real_mw,demanda_predicha_mw,error_abs_mw,error_pct
2026-03-21 21:00:00,27748.04,26496.01,1252.03,4.512
2026-03-21 22:00:00,25771.77,24804.81,966.96,3.752
2026-03-21 23:00:00,23889.92,23245.51,644.41,2.697
2026-03-22 00:00:00,22315.61,21918.18,397.43,1.781
2026-03-22 01:00:00,21314.55,20630.47,684.08,3.209
2026-03-22 02:00:00,20738.96,19537.64,1201.33,5.793
2026-03-22 03:00:00,20558.76,18894.17,1664.59,8.097
2026-03-22 04:00:00,20581.73,18952.7,1629.03,7.915
2026-03-22 05:00:00,21102.91,20140.36,962.55,4.561
2026-03-22 06:00:00,21144.39,22111.69,967.29,4.575
2026-03-22 07:00:00,21366.62,24002.17,2635.55,12.335
2026-03-22 08:00:00,21894.28,24928.71,3034.43,13.859
2026-03-22 09:00:00,22214.29,25226.56,3012.27,13.56
2026-03-22 10:00:00,21833.97,25014.75,3180.78,14.568
2026-03-22 11:00:00,21628.46,24785.77,3157.31,14.598
2026-03-22 12:00:00,22056.13,24031.73,1975.6,8.957
2026-03-22 13:00:00,22088.23,23320.75,1232.52,5.58
2026-03-22 14:00:00,21416.7,22646.29,1229.59,5.741
2026-03-22 15:00:00,21394.72,22664.6,1269.88,5.935
2026-03-22 16:00:00,22336.3,23851.17,1514.86,6.782
2026-03-22 17:00:00,24017.93,26255.62,2237.69,9.317
2026-03-22 18:00:00,26912.98,28559.85,1646.87,6.119
2026-03-22 19:00:00,29317.6,29642.63,325.03,1.109
2026-03-22 20:00:00,29218.86,29257.03,38.18,0.131
2026-03-22 21:00:00,27395.54,27117.42,278.12,1.015
2026-03-22 22:00:00,24961.61,25255.82,294.21,1.179
2026-03-22 23:00:00,23124.42,23562.82,438.4,1.896
2026-03-23 00:00:00,21940.96,22385.65,444.69,2.027
2026-03-23 01:00:00,21103.5,21571.09,467.59,2.216
2026-03-23 02:00:00,20782.79,21155.45,372.66,1.793
2026-03-23 03:00:00,20894.71,21558.78,664.08,3.178
2026-03-23 04:00:00,22020.31,23027.88,1007.56,4.576
2026-03-23 05:00:00,25715.64,25826.16,110.52,0.43
2026-03-23 06:00:00,29351.08,28357.11,993.96,3.386
2026-03-23 07:00:00,30221.47,30159.99,61.48,0.203
2026-03-23 08:00:00,29140.05,30810.35,1670.29,5.732
2026-03-23 09:00:00,28077.74,30108.36,2030.62,7.232
2026-03-23 10:00:00,27535.02,29134.37,1599.35,5.808
2026-03-23 11:00:00,27146.32,28717.59,1571.27,5.788
2026-03-23 12:00:00,27411.49,28068.3,656.81,2.396
2026-03-23 13:00:00,27318.94,27532.87,213.93,0.783
2026-03-23 14:00:00,27097.84,26798.21,299.63,1.106
2026-03-23 15:00:00,27138.13,26703.48,434.65,1.602
2026-03-23 16:00:00,28031.94,27647.94,383.99,1.37
2026-03-23 17:00:00,29550.34,29653.3,102.96,0.348
2026-03-23 18:00:00,32416.04,31427.96,988.08,3.048
2026-03-23 19:00:00,34574.25,32226.95,2347.3,6.789
2026-03-23 20:00:00,33780.53,31594.95,2185.58,6.47
2026-03-23 21:00:00,30515.78,29133.63,1382.15,4.529
2026-03-23 22:00:00,27492.3,26980.08,512.22,1.863
2026-03-23 23:00:00,25547.8,25278.29,269.51,1.055
2026-03-24 00:00:00,24218.44,24182.86,35.58,0.147
2026-03-24 01:00:00,23369.0,23251.96,117.04,0.501
2026-03-24 02:00:00,22974.94,22696.8,278.13,1.211
2026-03-24 03:00:00,22991.71,23085.34,93.63,0.407
2026-03-24 04:00:00,23899.88,24652.06,752.18,3.147
2026-03-24 05:00:00,27052.27,27301.7,249.43,0.922
2026-03-24 06:00:00,30263.88,29617.19,646.69,2.137
2026-03-24 07:00:00,30899.02,31246.88,347.86,1.126
2026-03-24 08:00:00,29465.21,31770.54,2305.33,7.824
2026-03-24 09:00:00,28058.66,30998.15,2939.49,10.476
2026-03-24 10:00:00,27153.11,29905.79,2752.68,10.138
2026-03-24 11:00:00,26548.51,29384.06,2835.55,10.681
2026-03-24 12:00:00,26700.49,28586.48,1885.98,7.063
2026-03-24 13:00:00,26552.92,27810.04,1257.12,4.734
2026-03-24 14:00:00,26277.46,26851.14,573.67,2.183
2026-03-24 15:00:00,26378.27,26753.01,374.74,1.421
2026-03-24 16:00:00,27774.47,27838.92,64.44,0.232
2026-03-24 17:00:00,29288.25,29947.9,659.65,2.252
2026-03-24 18:00:00,31923.42,31708.91,214.51,0.672
2026-03-24 19:00:00,34288.86,32416.52,1872.34,5.46
2026-03-24 20:00:00,33516.65,31749.48,1767.18,5.273
2026-03-24 21:00:00,30531.68,29261.09,1270.59,4.162
2026-03-24 22:00:00,27493.44,27135.69,357.75,1.301
2026-03-24 23:00:00,25727.73,25486.54,241.19,0.937
2026-03-25 00:00:00,24268.43,24449.82,181.39,0.747
2026-03-25 01:00:00,23366.51,23544.58,178.07,0.762
2026-03-25 02:00:00,22947.59,22954.48,6.89,0.03
2026-03-25 03:00:00,22892.64,23263.92,371.28,1.622
2026-03-25 04:00:00,23684.32,24768.85,1084.53,4.579
2026-03-25 05:00:00,26708.4,27272.04,563.63,2.11
2026-03-25 06:00:00,29843.79,29410.03,433.77,1.453
2026-03-25 07:00:00,30104.1,30867.44,763.35,2.536
2026-03-25 08:00:00,28933.87,31252.82,2318.95,8.015
2026-03-25 09:00:00,27724.4,30441.13,2716.73,9.799
2026-03-25 10:00:00,26900.59,29405.14,2504.55,9.31
2026-03-25 11:00:00,26600.22,28900.31,2300.09,8.647
2026-03-25 12:00:00,26762.72,28180.88,1418.16,5.299
2026-03-25 13:00:00,26711.04,27422.21,711.17,2.662
2026-03-25 14:00:00,26388.52,26520.39,131.88,0.5
2026-03-25 15:00:00,26466.03,26415.29,50.74,0.192
2026-03-25 16:00:00,27596.51,27463.51,133.0,0.482
2026-03-25 17:00:00,28869.99,29474.93,604.94,2.095
2026-03-25 18:00:00,31696.96,31206.2,490.76,1.548
2026-03-25 19:00:00,34004.08,31971.3,2032.78,5.978
2026-03-25 20:00:00,33281.01,31485.05,1795.96,5.396
2026-03-25 21:00:00,30164.85,29150.21,1014.64,3.364
2026-03-25 22:00:00,27042.94,27025.54,17.4,0.064
2026-03-25 23:00:00,25143.92,25374.48,230.57,0.917
2026-03-26 00:00:00,23763.02,24327.07,564.05,2.374
2026-03-26 01:00:00,22802.46,23430.64,628.18,2.755
2026-03-26 02:00:00,22437.9,22864.55,426.65,1.901
2026-03-26 03:00:00,22442.08,23182.41,740.33,3.299
2026-03-26 04:00:00,23306.93,24671.25,1364.32,5.854
2026-03-26 05:00:00,26291.72,27171.45,879.72,3.346
2026-03-26 06:00:00,29457.78,29255.27,202.5,0.687
2026-03-26 07:00:00,30129.13,30521.21,392.08,1.301
2026-03-26 08:00:00,29195.52,30958.76,1763.24,6.039
2026-03-26 09:00:00,28108.74,30383.12,2274.38,8.091
2026-03-26 10:00:00,27186.98,29429.94,2242.96,8.25
2026-03-26 11:00:00,26869.01,28859.91,1990.9,7.41
2026-03-26 12:00:00,27088.14,28268.48,1180.35,4.357
2026-03-26 13:00:00,26868.94,27719.46,850.52,3.165
2026-03-26 14:00:00,26663.36,27093.91,430.55,1.615
2026-03-26 15:00:00,27138.27,26747.98,390.29,1.438
2026-03-26 16:00:00,28099.99,27283.17,816.82,2.907
2026-03-26 17:00:00,29380.6,28761.11,619.49,2.109
2026-03-26 18:00:00,31978.36,30357.86,1620.5,5.067
2026-03-26 19:00:00,34464.76,31232.58,3232.18,9.378
2026-03-26 20:00:00,33622.94,31026.81,2596.12,7.721
2026-03-26 21:00:00,30595.2,28966.57,1628.63,5.323
2026-03-26 22:00:00,27536.43,27091.41,445.02,1.616
2026-03-26 23:00:00,25655.66,25535.35,120.31,0.469
2026-03-27 00:00:00,24171.3,24499.97,328.66,1.36
2026-03-27 01:00:00,23218.63,23789.19,570.56,2.457
2026-03-27 02:00:00,22812.71,23439.24,626.53,2.746
2026-03-27 03:00:00,22813.91,23652.03,838.11,3.674
2026-03-27 04:00:00,23784.93,24555.42,770.5,3.239
2026-03-27 05:00:00,26591.95,26437.98,153.97,0.579
2026-03-27 06:00:00,29618.96,28499.21,1119.75,3.781
2026-03-27 07:00:00,30538.88,29850.66,688.22,2.254
2026-03-27 08:00:00,29663.71,30453.04,789.34,2.661
2026-03-27 09:00:00,28510.7,30256.14,1745.44,6.122
2026-03-27 10:00:00,27621.13,29510.37,1889.24,6.84
2026-03-27 11:00:00,27048.86,28922.46,1873.61,6.927
2026-03-27 12:00:00,27108.08,28427.21,1319.12,4.866
2026-03-27 13:00:00,26734.48,27928.51,1194.03,4.466
2026-03-27 14:00:00,26109.12,27343.24,1234.12,4.727
2026-03-27 15:00:00,26400.01,26781.37,381.36,1.445
2026-03-27 16:00:00,27444.51,26906.06,538.45,1.962
2026-03-27 17:00:00,28740.43,28011.29,729.15,2.537
2026-03-27 18:00:00,31110.23,29338.72,1771.51,5.694
2026-03-27 19:00:00,33133.17,30110.51,3022.66,9.123
2026-03-27 20:00:00,32293.71,30138.62,2155.09,6.673
2026-03-27 21:00:00,29738.35,28561.87,1176.48,3.956
2026-03-27 22:00:00,27244.4,26796.05,448.35,1.646
2026-03-27 23:00:00,25615.68,25279.11,336.57,1.314
2026-03-28 00:00:00,24003.91,24104.93,101.02,0.421
2026-03-28 01:00:00,22702.49,23162.96,460.46,2.028
2026-03-28 02:00:00,22072.65,22360.75,288.1,1.305
2026-03-28 03:00:00,21779.06,21805.42,26.36,0.121
2026-03-28 04:00:00,21737.11,21659.16,77.94,0.359
2026-03-28 05:00:00,22465.32,22171.48,293.84,1.308
2026-03-28 06:00:00,23070.2,23441.76,371.56,1.611
2026-03-28 07:00:00,23848.48,24754.04,905.56,3.797
2026-03-28 08:00:00,24493.22,25695.95,1202.73,4.91
2026-03-28 09:00:00,24597.24,26011.28,1414.04,5.749
2026-03-28 10:00:00,24000.88,25802.9,1802.01,7.508
2026-03-28 11:00:00,23597.51,25422.54,1825.04,7.734
2026-03-28 12:00:00,23844.32,25005.75,1161.44,4.871
2026-03-28 13:00:00,23702.44,24142.98,440.54,1.859
2026-03-28 14:00:00,23074.92,23480.79,405.87,1.759
2026-03-28 15:00:00,23341.5,23162.55,178.95,0.767
2026-03-28 16:00:00,23986.39,23610.54,375.85,1.567
2026-03-28 17:00:00,25104.12,25094.2,9.92,0.04
2026-03-28 18:00:00,27161.24,26526.24,635.0,2.338
2026-03-28 19:00:00,29220.21,27153.01,2067.2,7.075
2026-03-28 20:00:00,29247.78,26947.8,2299.98,7.864
2026-03-28 21:00:00,27336.49,25697.97,1638.52,5.994
2026-03-28 22:00:00,25124.66,24238.34,886.32,3.528
2026-03-28 23:00:00,23504.58,22776.41,728.17,3.098
2026-03-29 00:00:00,22227.05,21500.3,726.75,3.27
2026-03-29 01:00:00,20883.58,20297.18,586.4,2.808
2026-03-29 02:00:00,20307.87,19275.92,1031.96,5.082
2026-03-29 03:00:00,20240.17,18690.45,1549.71,7.657
2026-03-29 04:00:00,20552.57,18844.95,1707.62,8.309
2026-03-29 05:00:00,21166.42,20180.95,985.47,4.656
2026-03-29 06:00:00,21455.74,22177.71,721.97,3.365
2026-03-29 07:00:00,22156.11,23854.15,1698.04,7.664
2026-03-29 08:00:00,22685.99,24548.22,1862.23,8.209
2026-03-29 09:00:00,22680.62,24677.1,1996.48,8.803
2026-03-29 10:00:00,22147.98,24502.87,2354.9,10.633
2026-03-29 11:00:00,22354.96,24194.99,1840.03,8.231
2026-03-29 12:00:00,22487.52,23383.29,895.77,3.983
2026-03-29 13:00:00,21566.71,22752.73,1186.02,5.499
2026-03-29 14:00:00,20947.34,22305.89,1358.55,6.486
2026-03-29 15:00:00,21035.46,22922.24,1886.77,8.969
2026-03-29 16:00:00,22233.07,24815.12,2582.05,11.614
2026-03-29 17:00:00,24394.82,27263.34,2868.52,11.759
2026-03-29 18:00:00,27102.35,28570.08,1467.73,5.416
2026-03-29 19:00:00,29535.63,28583.38,952.25,3.224
2026-03-29 20:00:00,28562.06,27075.56,1486.5,5.204
2026-03-29 21:00:00,26221.78,25465.96,755.82,2.882
2026-03-29 22:00:00,23934.61,23913.22,21.39,0.089
2026-03-29 23:00:00,22477.66,22685.45,207.79,0.924
2026-03-30 00:00:00,21515.71,21867.1,351.39,1.633
2026-03-30 01:00:00,20863.0,21336.27,473.27,2.268
2026-03-30 02:00:00,20933.73,21420.73,487.01,2.326
2026-03-30 03:00:00,21878.4,22427.94,549.54,2.512
2026-03-30 04:00:00,25064.67,24861.76,202.91,0.81
2026-03-30 05:00:00,28825.69,27677.31,1148.38,3.984
2026-03-30 06:00:00,30568.79,29741.66,827.13,2.706
2026-03-30 07:00:00,30629.62,30734.0,104.38,0.341
2026-03-30 08:00:00,30101.78,30448.5,346.71,1.152
2026-03-30 09:00:00,29013.38,29656.52,643.14,2.217
2026-03-30 10:00:00,28294.13,29248.17,954.04,3.372
2026-03-30 11:00:00,27879.14,28729.41,850.27,3.05
2026-03-30 12:00:00,27377.91,28161.87,783.95,2.863
2026-03-30 13:00:00,26552.89,27339.24,786.35,2.961
2026-03-30 14:00:00,25950.54,26909.89,959.35,3.697
2026-03-30 15:00:00,26287.86,27434.07,1146.21,4.36
2026-03-30 16:00:00,27127.58,29129.65,2002.07,7.38
2026-03-30 17:00:00,28689.68,30842.48,2152.79,7.504
2026-03-30 18:00:00,31670.19,31385.46,284.74,0.899
2026-03-30 19:00:00,33194.68,30983.56,2211.12,6.661
2026-03-30 20:00:00,30980.48,29016.75,1963.73,6.339
2026-03-30 21:00:00,28174.48,26867.65,1306.83,4.638
2026-03-30 22:00:00,26016.25,25214.7,801.55,3.081
2026-03-30 23:00:00,24201.12,24109.04,92.09,0.381
2026-03-31 00:00:00,23012.89,23226.34,213.45,0.928
2026-03-31 01:00:00,22460.07,22523.77,63.7,0.284
2026-03-31 02:00:00,22413.3,22554.23,140.93,0.629
2026-03-31 03:00:00,22979.11,23608.48,629.36,2.739
2026-03-31 04:00:00,25482.9,25893.56,410.66,1.612
2026-03-31 05:00:00,28786.78,28276.76,510.01,1.772
2026-03-31 06:00:00,30114.63,30003.83,110.8,0.368
2026-03-31 07:00:00,29820.46,30745.72,925.26,3.103
2026-03-31 08:00:00,28929.53,30424.95,1495.42,5.169
2026-03-31 09:00:00,27780.16,29531.38,1751.21,6.304
2026-03-31 10:00:00,26779.36,29055.16,2275.8,8.498
2026-03-31 11:00:00,26499.46,28414.18,1914.73,7.226
2026-03-31 12:00:00,26129.0,27672.03,1543.03,5.905
2026-03-31 13:00:00,25134.17,26620.48,1486.31,5.913
2026-03-31 14:00:00,24882.72,26062.69,1179.96,4.742
2026-03-31 15:00:00,25325.68,26648.81,1323.13,5.224
2026-03-31 16:00:00,26215.07,28340.75,2125.68,8.109
2026-03-31 17:00:00,27916.71,29996.89,2080.18,7.451
2026-03-31 18:00:00,30776.57,30567.39,209.18,0.68
2026-03-31 19:00:00,32386.8,30286.55,2100.26,6.485
2026-03-31 20:00:00,30145.34,28620.24,1525.1,5.059
2026-03-31 21:00:00,27535.11,26558.69,976.42,3.546
2026-03-31 22:00:00,25296.28,25000.82,295.46,1.168
2026-03-31 23:00:00,23703.41,23960.0,256.59,1.082
2026-04-01 00:00:00,22678.71,23211.34,532.63,2.349
2026-04-01 01:00:00,22170.32,22622.16,451.84,2.038
2026-04-01 02:00:00,22130.53,22623.98,493.46,2.23
2026-04-01 03:00:00,22688.8,23490.04,801.24,3.531
2026-04-01 04:00:00,25311.36,25337.96,26.61,0.105
2026-04-01 05:00:00,28509.29,27319.11,1190.18,4.175
2026-04-01 06:00:00,29782.51,28813.1,969.42,3.255
2026-04-01 07:00:00,29672.53,29546.43,126.1,0.425
2026-04-01 08:00:00,28732.46,29412.98,680.52,2.368
2026-04-01 09:00:00,27751.4,28711.29,959.89,3.459
2026-04-01 10:00:00,27100.94,28216.58,1115.64,4.117
2026-04-01 11:00:00,26842.18,27703.37,861.19,3.208
2026-04-01 12:00:00,26386.98,26990.69,603.71,2.288
2026-04-01 13:00:00,25244.95,26063.16,818.21,3.241
2026-04-01 14:00:00,24733.11,25432.88,699.76,2.829
2026-04-01 15:00:00,25011.04,25830.52,819.48,3.276
2026-04-01 16:00:00,26004.26,27262.22,1257.96,4.838
2026-04-01 17:00:00,27451.04,28928.95,1477.9,5.384
2026-04-01 18:00:00,29685.22,29717.42,32.2,0.108
2026-04-01 19:00:00,30932.21,29585.51,1346.7,4.354
2026-04-01 20:00:00,28868.78,28280.0,588.78,2.039
2026-04-01 21:00:00,26398.2,26153.0,245.2,0.929
2026-04-01 22:00:00,24563.91,24599.42,35.51,0.145
2026-04-01 23:00:00,23006.09,22840.69,165.4,0.719
2026-04-02 00:00:00,21911.75,21392.43,519.32,2.37
2026-04-02 01:00:00,21245.85,20470.43,775.42,3.65
2026-04-02 02:00:00,20875.79,20064.9,810.89,3.884
2026-04-02 03:00:00,20956.68,20090.36,866.32,4.134
2026-04-02 04:00:00,22011.53,20513.7,1497.83,6.805
2026-04-02 05:00:00,23558.35,21448.59,2109.76,8.955
2026-04-02 06:00:00,24038.76,22686.73,1352.03,5.624
2026-04-02 07:00:00,25081.85,23795.03,1286.82,5.13
2026-04-02 08:00:00,25312.12,24448.48,863.63,3.412
2026-04-02 09:00:00,24963.62,24629.49,334.13,1.338
2026-04-02 10:00:00,24238.62,24521.57,282.95,1.167
2026-04-02 11:00:00,23841.76,24322.42,480.66,2.016
2026-04-02 12:00:00,23529.0,23836.04,307.04,1.305
2026-04-02 13:00:00,22364.0,23267.11,903.11,4.038
2026-04-02 14:00:00,21887.68,22730.4,842.72,3.85
2026-04-02 15:00:00,22028.86,22523.51,494.65,2.245
2026-04-02 16:00:00,23052.88,23084.68,31.8,0.138
2026-04-02 17:00:00,24347.27,24370.77,23.5,0.097
2026-04-02 18:00:00,26288.57,25340.22,948.35,3.607
2026-04-02 19:00:00,27859.98,25560.48,2299.51,8.254
2026-04-02 20:00:00,26522.16,24841.8,1680.36,6.336
2026-04-02 21:00:00,24555.94,23443.99,1111.96,4.528
2026-04-02 22:00:00,23030.42,22235.54,794.89,3.451
2026-04-02 23:00:00,21556.18,21159.66,396.52,1.839
2026-04-03 00:00:00,20376.49,20312.06,64.43,0.316
2026-04-03 01:00:00,19710.85,19613.24,97.61,0.495
2026-04-03 02:00:00,19460.05,19141.98,318.07,1.634
2026-04-03 03:00:00,19496.4,18928.77,567.63,2.911
2026-04-03 04:00:00,20173.92,19140.57,1033.34,5.122
2026-04-03 05:00:00,20935.72,19965.63,970.09,4.634
2026-04-03 06:00:00,21058.39,21118.52,60.12,0.286
2026-04-03 07:00:00,21866.31,22117.17,250.85,1.147
2026-04-03 08:00:00,21899.6,22632.76,733.17,3.348
2026-04-03 09:00:00,21368.48,22678.5,1310.02,6.131
2026-04-03 10:00:00,20728.67,22418.61,1689.94,8.153
2026-04-03 11:00:00,20518.78,22180.91,1662.13,8.101
2026-04-03 12:00:00,20278.05,21760.28,1482.23,7.31
2026-04-03 13:00:00,19259.69,21332.38,2072.69,10.762
2026-04-03 14:00:00,18884.54,20964.55,2080.01,11.014
2026-04-03 15:00:00,19303.87,20809.2,1505.33,7.798
2026-04-03 16:00:00,20552.23,21323.08,770.84,3.751
2026-04-03 17:00:00,21984.83,22632.24,647.41,2.945
2026-04-03 18:00:00,24286.99,23951.68,335.31,1.381
2026-04-03 19:00:00,26072.45,24542.77,1529.68,5.867
2026-04-03 20:00:00,25107.96,24316.12,791.84,3.154
2026-04-03 21:00:00,23442.77,22975.89,466.88,1.992
2026-04-03 22:00:00,22146.69,21705.94,440.75,1.99
2026-04-03 23:00:00,20733.71,20897.72,164.01,0.791
2026-04-04 00:00:00,19535.59,20159.33,623.73,3.193
2026-04-04 01:00:00,18802.68,19617.16,814.48,4.332
2026-04-04 02:00:00,18586.3,19264.1,677.8,3.647
2026-04-04 03:00:00,18799.72,19117.72,318.0,1.692
2026-04-04 04:00:00,19865.88,19364.16,501.72,2.526
2026-04-04 05:00:00,21020.04,20283.33,736.71,3.505
2026-04-04 06:00:00,21651.09,21518.77,132.32,0.611
2026-04-04 07:00:00,22194.5,22526.25,331.75,1.495
2026-04-04 08:00:00,22231.82,22972.17,740.35,3.33
2026-04-04 09:00:00,21547.26,22877.57,1330.31,6.174
2026-04-04 10:00:00,20703.63,22488.59,1784.96,8.621
2026-04-04 11:00:00,20531.22,22176.22,1645.0,8.012
2026-04-04 12:00:00,20270.43,21739.68,1469.25,7.248
2026-04-04 13:00:00,19480.18,21212.93,1732.75,8.895
2026-04-04 14:00:00,19117.21,20753.5,1636.29,8.559
2026-04-04 15:00:00,19552.19,20709.21,1157.02,5.918
2026-04-04 16:00:00,20789.22,21472.32,683.1,3.286
2026-04-04 17:00:00,22610.43,22967.45,357.02,1.579
2026-04-04 18:00:00,24875.35,24181.49,693.86,2.789
2026-04-04 19:00:00,26813.04,24535.68,2277.36,8.493
2026-04-04 20:00:00,25515.33,23825.64,1689.69,6.622
2026-04-04 21:00:00,23720.14,22642.09,1078.05,4.545
2026-04-04 22:00:00,21982.64,21552.51,430.13,1.957
2026-04-04 23:00:00,20454.06,20545.28,91.22,0.446
2026-04-05 00:00:00,19387.07,19688.51,301.44,1.555
2026-04-05 01:00:00,18740.82,19025.58,284.76,1.519
2026-04-05 02:00:00,18402.43,18621.27,218.85,1.189
2026-04-05 03:00:00,18301.8,18467.31,165.5,0.904
2026-04-05 04:00:00,18792.82,18827.12,34.3,0.183
2026-04-05 05:00:00,19429.89,19877.55,447.66,2.304
2026-04-05 06:00:00,19705.06,21120.63,1415.57,7.184
2026-04-05 07:00:00,20326.7,22179.49,1852.79,9.115
2026-04-05 08:00:00,20657.09,22743.53,2086.44,10.1
2026-04-05 09:00:00,20324.33,22826.85,2502.52,12.313
2026-04-05 10:00:00,19676.99,22634.5,2957.5,15.03
2026-04-05 11:00:00,19663.94,22445.91,2781.96,14.148
2026-04-05 12:00:00,19444.74,21981.72,2536.98,13.047
2026-04-05 13:00:00,18433.16,21367.4,2934.25,15.918
2026-04-05 14:00:00,18083.01,20710.04,2627.03,14.528
2026-04-05 15:00:00,18647.04,20619.53,1972.49,10.578
2026-04-05 16:00:00,20044.81,21557.04,1512.22,7.544
2026-04-05 17:00:00,21675.16,23272.42,1597.26,7.369
2026-04-05 18:00:00,24183.89,24538.34,354.45,1.466
2026-04-05 19:00:00,26397.77,24873.48,1524.29,5.774
2026-04-05 20:00:00,25349.78,24092.09,1257.69,4.961
2026-04-05 21:00:00,23185.02,22785.12,399.9,1.725
2026-04-05 22:00:00,21286.74,21511.51,224.77,1.056
2026-04-05 23:00:00,19874.02,20567.49,693.46,3.489
2026-04-06 00:00:00,18795.28,19894.92,1099.63,5.851
2026-04-06 01:00:00,18371.48,19353.16,981.68,5.343
2026-04-06 02:00:00,18194.28,19236.46,1042.18,5.728
2026-04-06 03:00:00,18644.78,19661.23,1016.45,5.452
2026-04-06 04:00:00,20432.65,20872.85,440.2,2.154
2026-04-06 05:00:00,22780.81,22520.46,260.35,1.143
2026-04-06 06:00:00,23678.92,23964.58,285.67,1.206
2026-04-06 07:00:00,23786.04,24723.92,937.87,3.943
2026-04-06 08:00:00,23345.21,24849.39,1504.19,6.443
2026-04-06 09:00:00,22726.59,24458.74,1732.15,7.622
2026-04-06 10:00:00,21912.96,24120.97,2208.01,10.076
2026-04-06 11:00:00,21933.05,23700.07,1767.03,8.056
2026-04-06 12:00:00,21641.31,23069.21,1427.9,6.598
2026-04-06 13:00:00,20740.79,22286.79,1546.01,7.454
2026-04-06 14:00:00,20680.79,21820.24,1139.45,5.51
2026-04-06 15:00:00,21379.45,22230.37,850.92,3.98
2026-04-06 16:00:00,22670.84,23631.87,961.03,4.239
2026-04-06 17:00:00,24415.33,25455.44,1040.11,4.26
2026-04-06 18:00:00,27268.21,26739.04,529.18,1.941
2026-04-06 19:00:00,29073.14,27158.8,1914.33,6.585
2026-04-06 20:00:00,26980.78,26072.05,908.73,3.368
2026-04-06 21:00:00,24243.67,24386.15,142.48,0.588
2026-04-06 22:00:00,22383.27,23022.87,639.6,2.858
2026-04-06 23:00:00,21125.74,22057.48,931.74,4.41
2026-04-07 00:00:00,20281.96,21367.75,1085.79,5.353
2026-04-07 01:00:00,20050.4,20843.52,793.12,3.956
2026-04-07 02:00:00,20043.48,20865.36,821.88,4.1
2026-04-07 03:00:00,20824.9,21527.69,702.79,3.375
2026-04-07 04:00:00,23806.53,23095.66,710.87,2.986
2026-04-07 05:00:00,27371.45,25121.86,2249.59,8.219
2026-04-07 06:00:00,28829.92,27016.99,1812.92,6.288
2026-04-07 07:00:00,28668.08,28285.6,382.48,1.334
2026-04-07 08:00:00,27828.75,28494.7,665.95,2.393
2026-04-07 09:00:00,27118.2,28015.3,897.1,3.308
2026-04-07 10:00:00,26761.52,27622.34,860.83,3.217
2026-04-07 11:00:00,26872.18,27228.0,355.83,1.324
2026-04-07 12:00:00,26530.29,26716.53,186.24,0.702
2026-04-07 13:00:00,25693.58,25925.39,231.81,0.902
2026-04-07 14:00:00,25597.21,25281.42,315.79,1.234
2026-04-07 15:00:00,25762.84,25413.32,349.52,1.357
2026-04-07 16:00:00,26974.8,26519.46,455.34,1.688
2026-04-07 17:00:00,28790.46,28077.1,713.36,2.478
2026-04-07 18:00:00,31099.01,29092.52,2006.49,6.452
2026-04-07 19:00:00,31834.54,29230.0,2604.53,8.181
2026-04-07 20:00:00,28970.95,27789.7,1181.25,4.077
2026-04-07 21:00:00,26297.73,25925.17,372.56,1.417
2026-04-07 22:00:00,24412.26,24436.11,23.85,0.098
2026-04-07 23:00:00,23183.89,23449.32,265.43,1.145
2026-04-08 00:00:00,22168.81,22691.72,522.91,2.359
2026-04-08 01:00:00,21768.27,22187.0,418.73,1.924
2026-04-08 02:00:00,21719.43,22364.32,644.89,2.969
2026-04-08 03:00:00,22376.58,23353.11,976.53,4.364
2026-04-08 04:00:00,25046.67,25171.04,124.36,0.497
2026-04-08 05:00:00,28651.23,26988.03,1663.2,5.805
2026-04-08 06:00:00,29985.25,28419.09,1566.16,5.223
2026-04-08 07:00:00,29776.1,29231.4,544.7,1.829
2026-04-08 08:00:00,28907.11,29229.63,322.52,1.116
2026-04-08 09:00:00,28224.72,28681.22,456.51,1.617
2026-04-08 10:00:00,27926.23,28323.3,397.08,1.422
2026-04-08 11:00:00,27899.44,27941.46,42.02,0.151
2026-04-08 12:00:00,27332.36,27408.63,76.27,0.279
2026-04-08 13:00:00,26452.3,26627.12,174.82,0.661
2026-04-08 14:00:00,25804.24,26095.1,290.86,1.127
2026-04-08 15:00:00,26232.21,26364.64,132.43,0.505
2026-04-08 16:00:00,26884.96,27598.8,713.84,2.655
2026-04-08 17:00:00,28693.87,29069.23,375.36,1.308
2026-04-08 18:00:00,31272.32,29842.11,1430.2,4.573
2026-04-08 19:00:00,32243.87,29814.06,2429.81,7.536
2026-04-08 20:00:00,29442.63,28386.7,1055.93,3.586
2026-04-08 21:00:00,26820.63,26408.77,411.86,1.536
2026-04-08 22:00:00,24771.66,24905.2,133.54,0.539
2026-04-08 23:00:00,23339.27,23896.36,557.09,2.387
2026-04-09 00:00:00,22381.56,23139.04,757.47,3.384
2026-04-09 01:00:00,21994.42,22611.25,616.83,2.804
2026-04-09 02:00:00,21852.67,22675.09,822.42,3.763
2026-04-09 03:00:00,22450.98,23535.84,1084.87,4.832
2026-04-09 04:00:00,25397.2,25304.89,92.31,0.363
2026-04-09 05:00:00,28866.2,27236.01,1630.18,5.647
2026-04-09 06:00:00,29926.19,28695.81,1230.37,4.111
2026-04-09 07:00:00,29346.65,29466.93,120.28,0.41
2026-04-09 08:00:00,28024.4,29384.96,1360.57,4.855
