timestamp,demanda_mw,hora,dia_sem,mes,dia_anio,hora_sin,hora_cos,dia_sin,dia_cos,mes_sin,mes_cos,es_finde,es_festivo
2023-01-06 16:00:00,22883.993,17,4,1,6,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 17:00:00,24973.96,18,4,1,6,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 18:00:00,26125.41,19,4,1,6,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 19:00:00,26741.893,20,4,1,6,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 20:00:00,26966.524,21,4,1,6,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 21:00:00,25865.551,22,4,1,6,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 22:00:00,24013.944,23,4,1,6,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1
2023-01-06 23:00:00,22625.995,0,5,1,7,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 00:00:00,21002.71,1,5,1,7,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 01:00:00,19836.036,2,5,1,7,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 02:00:00,19153.606,3,5,1,7,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 03:00:00,18915.873,4,5,1,7,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
